,ligand_name,sequence_id,label
1579,567,1918,0
1580,119,1919,0
1581,11,1920,1
1582,334,1921,1
1583,627,1922,0
1584,476,480,1
1585,92,1923,0
1586,116,1924,0
1587,105,1926,1
1588,212,1929,0
1589,391,1930,0
1590,29,1931,0
1591,137,1932,0
1592,103,1933,0
1593,535,1934,1
1594,276,1935,0
1595,508,1938,1
1596,132,1939,1
1597,166,1940,0
1598,125,1941,0
1599,723,1943,0
1600,575,1944,0
1601,391,1058,0
1602,705,1945,0
1603,578,1947,0
1604,264,1948,0
1605,114,1949,0
1606,724,1950,0
1607,390,1951,1
1608,661,1952,1
1609,42,1953,0
1610,725,1954,0
1611,239,1955,0
1612,291,1957,0
1613,726,1958,0
1614,477,1961,0
1615,535,1962,0
1616,727,1963,1
1617,694,1964,0
1618,137,1965,1
1619,591,1967,0
1620,254,1968,0
1621,526,1969,1
1622,323,1971,0
1623,671,1972,0
1624,538,1973,0
1625,495,1975,0
1626,641,1976,0
1627,37,1977,1
1628,19,1978,1
1629,76,1979,0
1630,394,1981,0
1631,34,1982,1
1632,560,1983,0
1633,377,1984,0
1634,118,1985,0
1635,196,1987,0
1636,496,1988,0
1637,420,1989,0
1638,728,1990,0
1639,24,1991,0
1640,729,1992,0
1641,67,1993,1
1642,55,1994,0
1643,652,1995,0
1644,155,1996,1
1645,471,1997,0
1646,444,1998,0
1647,100,2000,0
1648,301,2002,1
1649,166,2003,0
1650,438,2004,1
1651,86,2005,1
1652,387,2006,0
1653,435,2007,1
1654,59,2008,0
1655,533,2009,1
1656,64,2010,1
1657,315,2011,1
1658,693,2012,0
1659,488,2015,0
1660,682,2016,0
1661,276,2017,0
1662,655,2018,1
1663,271,2020,1
1664,611,2021,1
1665,107,2022,1
1666,121,2023,1
1667,283,2025,0
1668,257,2026,1
1669,181,2027,1
1670,234,2028,0
1671,396,2031,1
1672,615,2032,1
1673,672,2033,1
1674,636,2034,0
1675,102,2036,1
1676,642,2037,1
1677,103,2038,1
1678,237,2039,0
1679,731,2040,0
1680,515,2041,0
1681,149,2042,1
1682,18,2043,0
1683,732,2044,0
1684,95,2047,1
1685,9,2048,0
1686,214,2050,0
1687,258,2051,0
1688,692,2053,1
1689,104,2054,1
1690,214,2055,0
1691,16,2057,0
1692,173,2058,1
1693,598,2059,0
1694,200,2060,0
1695,704,2061,0
1696,28,2062,0
1697,601,2063,0
1698,117,2064,0
1699,80,2065,0
1700,451,2066,0
1701,215,419,1
1702,50,2068,0
1703,618,2070,1
1704,438,2071,1
1705,364,2072,1
1706,131,2073,0
1707,144,419,1
1708,727,2074,0
1709,648,2075,1
1710,682,2076,1
1711,232,2077,1
1712,229,2079,1
1713,127,2081,1
1714,363,2082,1
1715,380,2083,1
1716,463,2084,1
1717,113,2085,1
1718,353,2086,0
1719,134,2087,1
1720,142,2089,0
1721,261,2090,0
1722,351,2091,0
1723,733,2092,0
1724,195,2093,1
1725,401,2094,0
1726,375,1058,0
1727,278,480,1
1728,222,2095,0
1729,92,2096,0
1730,341,2097,0
1731,305,78,1
1732,449,2098,0
1733,628,2100,1
1734,138,2101,1
1735,671,2102,0
1736,374,2103,0
1737,441,2104,1
1738,280,2106,1
1739,257,2107,1
1740,400,2108,0
1741,665,2109,0
1742,617,2112,0
1743,53,2113,0
1744,395,2114,0
1745,416,2115,0
1746,346,2116,0
1747,258,2117,0
1748,619,2118,0
1749,236,2119,1
1750,734,2120,0
1751,165,2121,0
1752,370,2122,1
1753,348,352,1
1754,356,2123,1
1755,676,2124,1
1756,255,2125,1
1757,90,2126,1
1758,157,2127,1
1759,185,2128,1
1760,262,2129,0
1761,571,2130,0
1762,376,2131,0
1763,447,2132,0
1764,224,2133,0
1765,693,2134,1
1766,414,2135,1
1767,539,2136,1
1768,716,2137,0
1769,102,2138,1
1770,566,2139,0
1771,276,2140,0
1772,616,2141,0
1773,672,2142,0
1774,580,2146,0
1775,341,2148,0
1776,89,2149,0
1777,459,2150,1
1778,477,2151,0
1779,306,2152,1
1780,625,2153,0
1781,99,2154,0
1782,84,2155,0
1783,89,2156,0
1784,264,2157,0
1785,570,2159,0
1786,423,2160,1
1787,393,2161,0
1788,428,2163,0
1789,105,2164,1
1790,327,2165,0
1791,76,2166,1
1792,639,2167,1
1793,657,2168,0
1794,594,2169,0
1795,727,2171,0
1796,346,2172,0
1797,515,2173,0
1798,436,1209,0
1799,270,2174,0
1800,287,2175,0
1801,429,2176,0
1802,161,2177,0
1803,120,2178,1
1804,183,2179,0
1805,217,2180,0
1806,391,2181,0
1807,707,2182,0
1808,736,2183,0
1809,580,2184,0
1810,145,2185,1
1811,11,2186,1
1812,64,2187,0
1813,382,2188,1
1814,583,2189,0
1815,514,2190,1
1816,358,2191,0
1817,267,2192,0
1818,613,2193,0
1819,516,2195,0
1820,737,2196,0
1821,52,2197,0
1822,443,2198,0
1823,16,2199,1
1824,707,2200,0
1825,584,2201,0
1826,269,2202,0
1827,579,2203,1
1828,19,2206,0
1829,412,2207,1
1830,689,2209,0
1831,598,2210,0
1832,145,2211,0
1833,527,2212,1
1834,71,2213,0
1835,59,2214,1
1836,738,2216,0
1837,739,2217,0
1838,716,2218,1
1839,346,2219,1
1840,452,2220,1
1841,546,2223,1
1842,602,2224,1
1843,540,2225,0
1844,250,2227,1
1845,276,2229,0
1846,740,2230,0
1847,389,2232,0
1848,369,2233,0
1849,367,2234,0
1850,351,2235,0
1851,474,2236,0
1852,705,2238,0
1853,536,2239,0
1854,450,2241,0
1855,181,2242,0
1856,701,2243,0
1857,345,2244,1
1858,741,2245,0
1859,581,2246,0
1860,433,2247,0
1861,170,2248,0
1862,711,2249,0
1863,479,2250,0
1864,16,2251,0
1865,173,2252,0
1866,591,2253,0
1867,430,2254,0
1868,742,2255,0
1869,393,2257,0
1870,92,2258,0
1871,646,2259,0
1872,43,2260,1
1873,284,2261,1
1874,638,2263,0
1875,342,2264,0
1876,699,2266,0
1877,744,2267,0
1878,745,2268,0
1879,382,2269,0
1880,59,2272,1
1881,378,2274,0
1882,695,2279,0
1883,746,2280,0
1884,707,2281,0
1885,569,2282,1
1886,517,2283,1
1887,390,2284,0
1888,747,2287,0
1889,585,2288,0
1890,157,2289,0
1891,473,2292,0
1892,572,2293,0
1893,514,2294,1
1894,321,2295,0
1895,312,2296,0
1896,631,2297,0
1897,32,2298,1
1898,388,2299,0
1899,375,2300,0
1900,137,2302,0
1901,305,352,1
1902,602,2303,0
1903,507,2304,0
1904,418,2305,1
1905,155,2306,1
1906,115,2308,0
1907,417,2310,0
1908,313,2311,1
1909,148,2312,1
1910,315,2313,0
1911,155,2314,1
1912,651,2315,1
1913,241,2317,1
1914,234,2319,0
1915,52,2321,1
1916,551,2322,0
1917,51,2324,1
1918,517,2325,1
1919,436,2326,0
1920,440,2327,1
1921,748,2328,0
1922,555,2329,0
1923,700,2330,0
1924,312,2331,0
1925,76,2332,0
1926,106,2333,0
1927,220,2334,0
1928,485,2335,1
1929,690,2336,0
1930,151,2337,1
1931,444,2338,1
1932,289,2339,0
1933,244,2340,1
1934,733,2341,0
1935,377,2342,0
1936,186,2343,1
1937,524,2344,1
1938,98,2346,0
1939,460,2347,1
1940,109,2348,1
1941,51,2350,0
1942,306,2351,1
1943,368,2352,0
1944,660,2353,0
1945,749,2354,0
1946,583,2355,0
1947,598,2356,1
1948,408,2358,1
1949,715,2360,0
1950,444,2362,0
1951,273,2363,0
1952,572,2364,0
1953,184,2365,0
1954,402,2366,1
1955,234,2367,0
1956,241,2368,0
1957,175,2369,1
1958,137,2371,0
1959,431,2372,0
1960,232,2374,0
1961,79,2375,0
1962,358,2376,1
1963,431,2377,1
1964,50,2379,1
1965,492,2380,0
1966,580,2381,1
1967,598,2383,0
1968,280,2384,1
1969,408,2385,0
1970,374,2386,0
1971,312,2387,1
1972,545,2388,0
1973,281,2389,0
1974,123,2390,0
1975,237,2392,1
1976,512,2393,0
1977,575,2394,1
1978,542,2395,0
1979,78,2397,0
1980,42,2401,1
1981,456,2402,0
1982,75,2404,1
1983,92,2406,0
1984,260,2407,0
1985,750,1884,1
1986,498,2410,0
1987,219,2411,0
1988,536,2412,0
1989,198,2413,1
1990,90,1058,0
1991,417,2415,0
1992,377,2416,0
1993,461,2418,0
1994,731,2419,0
1995,561,2420,0
1996,751,2421,0
1997,497,2422,0
1998,370,2424,1
1999,552,2425,0
2000,296,2427,0
2001,144,377,1
2002,725,2429,0
2003,7,2430,0
2004,38,2431,0
2005,377,1697,1
2006,633,2433,1
2007,174,2434,1
2008,176,2435,0
2009,567,2436,1
2010,166,2438,0
2011,187,2439,1
2012,177,2440,0
2013,472,2442,0
2014,558,1640,0
2015,717,2443,0
2016,98,2444,0
2017,376,2446,1
2018,589,2447,0
2019,634,2448,0
2020,710,2450,1
2021,493,2451,0
2022,498,2452,0
2023,371,2453,0
2024,186,2454,0
2025,506,2455,0
2026,215,2456,1
2027,208,2457,1
2028,463,2458,0
2029,645,2459,0
2030,93,2461,1
2031,46,2462,0
2032,32,2463,0
2033,210,2464,0
2034,255,2465,0
2035,127,2466,1
2036,66,2467,0
2037,46,2468,1
2038,295,2469,0
2039,753,2470,0
2040,230,2471,0
2041,676,2472,0
2042,309,2473,0
2043,70,2474,1
2044,604,2476,0
2045,501,2477,1
2046,564,2478,0
2047,74,2480,0
2048,59,778,0
2049,290,2482,0
2050,310,2483,0
2051,385,2484,0
2052,375,2485,0
2053,284,2487,1
2054,159,2488,1
2055,170,2489,1
2056,335,2490,0
2057,333,2491,1
2058,459,2493,0
2059,14,2494,1
2060,143,2495,0
2061,534,2496,0
2062,754,2497,0
2063,77,2498,0
2064,490,2501,0
2065,423,2502,0
2066,680,2503,0
2067,106,2505,0
2068,201,2506,1
2069,179,2507,0
2070,434,2509,0
2071,180,2510,0
2072,505,2511,0
2073,573,2512,0
2074,343,2514,0
2075,52,2517,0
2076,346,2518,0
2077,756,2519,0
2078,426,2520,0
2079,185,2522,1
2080,293,2523,1
2081,223,2524,1
2082,82,2525,1
2083,644,2526,1
2084,474,2527,1
2085,219,2528,0
2086,757,2529,0
2087,318,2530,1
2088,288,2531,0
2089,5,2532,0
2090,134,2534,0
2091,582,2535,0
2092,445,2536,0
2093,698,2537,1
2094,472,2082,1
2095,125,2538,1
2096,573,2540,0
2097,670,2541,1
2098,704,2542,0
2099,15,2544,0
2100,577,2545,0
2101,399,2546,0
2102,393,2547,0
2103,93,2548,0
2104,439,2549,1
2105,664,2550,0
2106,243,2552,0
2107,45,2553,0
2108,233,2554,1
2109,142,2555,1
2110,517,2556,0
2111,682,2557,1
2112,257,2558,1
2113,711,2559,0
2114,571,2560,0
2115,337,2561,0
2116,345,2562,1
2117,690,2563,0
2118,366,2564,0
2119,663,2565,1
2120,423,2566,1
2121,340,2567,0
2122,663,2568,0
2123,156,2572,0
2124,276,2574,1
2125,521,2575,1
2126,106,2576,1
2127,209,1337,0
2128,675,2578,1
2129,585,2579,0
2130,232,2580,1
2131,605,2582,1
2132,517,2583,0
2133,583,2584,0
2134,286,2586,0
2135,82,2587,0
2136,132,2588,0
2137,760,2589,0
2138,107,2590,1
2139,531,2591,0
2140,356,1752,0
2141,29,2592,1
2142,518,2593,1
2143,104,2594,0
2144,402,2595,0
2145,190,2596,0
2146,267,2597,0
2147,265,2598,0
2148,289,2599,1
2149,675,2600,0
2150,130,2601,0
2151,411,2602,0
2152,73,2603,0
2153,103,2604,0
2154,600,2605,0
2155,505,2606,1
2156,297,2608,0
2157,82,2611,0
2158,296,2613,0
2159,107,2615,0
2160,378,2616,0
2161,70,2617,0
2162,584,2618,0
2163,508,2619,0
2164,462,2621,0
2165,342,2622,1
2166,584,393,1
2167,490,2623,0
2168,233,2624,0
2169,34,2626,0
2170,254,2627,1
2171,462,2629,0
2172,175,2630,0
2173,218,2631,0
2174,136,2634,0
2175,51,2635,1
2176,304,2636,1
2177,479,2637,0
2178,318,2638,0
2179,761,2639,0
2180,317,2640,1
2181,485,2641,0
2182,122,2642,1
2183,406,2643,1
2184,190,2644,1
2185,603,2646,0
2186,13,2647,0
2187,456,2649,0
2188,613,2651,0
2189,66,2652,1
2190,456,2653,0
2191,503,2654,0
2192,178,2655,0
2193,506,2656,0
2194,617,2658,0
2195,25,2659,0
2196,501,2660,0
2197,61,2661,1
2198,348,2662,0
2199,180,2663,0
2200,762,2664,0
2201,394,2665,1
2202,424,2666,1
2203,437,2667,1
2204,465,2668,0
2205,51,2669,1
2206,501,2670,0
2207,541,2671,0
2208,203,2672,0
2209,570,2673,0
2210,305,2456,1
2211,763,1181,1
2212,561,2674,0
2213,722,2675,0
2214,628,2676,1
2215,764,2677,0
2216,315,2679,0
2217,72,2681,0
2218,523,2682,0
2219,704,2683,0
2220,377,2684,1
2221,682,2685,0
2222,707,2686,0
2223,399,2687,0
2224,250,2688,1
2225,569,2689,1
2226,700,2690,1
2227,116,2691,1
2228,65,2692,0
2229,178,2693,1
2230,102,2694,0
2231,525,2696,1
2232,184,2700,0
2233,515,2701,1
2234,712,2702,0
2235,124,2703,1
2236,697,2704,1
2237,356,2705,1
2238,151,2706,0
2239,124,2707,1
2240,318,2708,1
2241,427,2709,0
2242,621,2710,0
2243,76,2711,1
2244,435,2712,0
2245,345,2713,0
2246,698,2714,1
2247,360,2715,0
2248,627,2716,1
2249,245,2717,0
2250,99,2718,0
2251,557,2720,0
2252,632,2721,0
2253,378,2722,0
2254,211,2723,0
2255,13,2724,0
2256,13,2725,0
2257,400,2726,1
2258,135,2727,0
2259,113,2728,0
2260,195,2729,0
2261,765,2731,0
2262,294,2732,1
2263,578,2733,0
2264,247,2734,0
2265,573,2735,0
2266,107,2736,1
2267,708,2737,0
2268,153,2738,1
2269,128,2739,0
2270,766,2740,0
2271,382,2741,1
2272,238,2742,0
2273,251,2744,0
2274,270,2746,0
2275,57,2748,0
2276,265,2749,0
2277,388,2750,1
2278,763,2751,0
2279,762,2752,0
2280,402,2753,0
2281,40,2755,1
2282,767,2757,0
2283,99,2758,0
2284,359,2760,1
2285,506,2761,0
2286,681,2762,1
2287,20,2763,0
2288,601,2765,0
2289,768,2766,0
2290,343,2767,0
2291,43,2769,1
2292,758,2770,0
2293,503,2771,0
2294,706,2773,0
2295,40,2776,0
2296,194,2778,0
2297,214,2780,0
2298,298,2781,1
2299,23,2167,1
2300,505,2782,1
2301,375,2784,0
2302,171,2786,0
2303,684,2787,0
2304,463,174,0
2305,704,2788,1
2306,175,2789,1
2307,187,2790,1
2308,704,2791,1
2309,770,2793,0
2310,205,2794,0
2311,653,2797,1
2312,153,2798,1
2313,96,2800,0
2314,368,2801,1
2315,580,2802,0
2316,419,2803,0
2317,275,2805,0
2318,159,2806,1
2319,264,2807,0
2320,225,2808,0
2321,201,2810,1
2322,168,2811,1
2323,468,2812,0
2324,107,2813,0
2325,434,2814,1
2326,429,2815,0
2327,264,2816,0
2328,569,2818,0
2329,533,2819,1
2330,745,2820,0
2331,249,2822,1
2332,234,2823,0
2333,108,2824,1
2334,734,2825,0
2335,558,2826,1
2336,521,2827,1
2337,714,2828,0
2338,421,2829,0
2339,242,2830,0
2340,537,2831,0
2341,757,2832,0
2342,502,2833,1
2343,710,2834,0
2344,190,2839,1
2345,761,2020,1
2346,109,2841,0
2347,30,2842,1
2348,436,2843,0
2349,312,2845,0
2350,585,2846,1
2351,518,2847,0
2352,16,2848,1
2353,771,2849,0
2354,651,2850,0
2355,20,2851,0
2356,647,2852,1
2357,301,2853,1
2358,231,2855,0
2359,373,2856,0
2360,44,2857,0
2361,40,2858,0
2362,124,2859,0
2363,15,2860,0
2364,716,2862,0
2365,577,2863,0
2366,438,2864,0
2367,123,2865,0
2368,144,2866,0
2369,642,2867,1
2370,505,2868,1
2371,696,2870,0
2372,35,2871,0
2373,72,2873,1
2374,59,2874,0
2375,381,2876,0
2376,285,2877,1
2377,105,1588,0
2378,139,2879,0
2379,762,2880,0
2380,607,2882,1
2381,6,2883,0
2382,648,2884,1
2383,266,2885,0
2384,674,2886,0
2385,227,2887,0
2386,549,2889,0
2387,18,2890,0
2388,309,2891,0
2389,95,2892,0
2390,586,2893,0
2391,29,2894,0
2392,220,2896,0
2393,518,2897,1
2394,476,2899,0
2395,654,2900,0
2396,327,2901,0
2397,516,2902,1
2398,151,2903,0
2399,275,2904,1
2400,256,2905,1
2401,233,2906,0
2402,367,2907,1
2403,299,2908,0
2404,76,709,0
2405,536,2910,0
2406,487,2911,0
2407,123,2913,0
2408,441,2914,1
2409,336,2916,0
2410,380,2918,1
2411,367,2920,1
2412,377,2921,0
2413,747,393,1
2414,599,2922,0
2415,579,2923,1
2416,304,2925,0
2417,391,2926,0
2418,251,2927,0
2419,43,2930,1
2420,634,2932,0
2421,673,2933,0
2422,198,2935,0
2423,562,2936,0
2424,332,2937,1
2425,95,2938,1
2426,259,2940,0
2427,343,2941,1
2428,585,2942,1
2429,137,2943,1
2430,377,2944,0
2431,398,2945,1
2432,661,2947,1
2433,610,377,1
2434,442,2948,1
2435,98,2950,0
2436,667,2951,0
2437,772,2952,0
2438,331,2953,0
2439,420,2954,0
2440,750,2955,0
2441,209,2956,0
2442,170,2957,0
2443,528,2959,0
2444,284,2960,1
2445,773,2873,1
2446,686,2961,0
2447,160,1337,0
2448,587,2963,0
2449,575,2964,1
2450,331,2965,0
2451,661,2966,1
2452,203,1358,1
2453,615,2967,1
2454,492,2970,0
2455,305,2971,0
2456,176,2973,1
2457,112,2976,1
2458,409,2977,0
2459,253,2978,0
2460,398,2979,0
2461,774,2980,1
2462,723,2981,0
2463,124,2982,1
2464,721,2983,1
2465,178,2984,1
2466,453,1892,0
2467,294,2985,0
2468,453,2986,1
2469,369,2987,1
2470,440,2988,1
2471,298,2989,0
2472,759,2990,0
2473,198,2992,1
2474,323,2994,0
2475,425,2995,0
2476,129,2996,0
2477,59,2997,1
2478,469,2998,0
2479,463,2999,0
2480,140,3001,1
2481,6,3002,0
2482,444,3003,1
2483,5,3004,1
2484,295,3005,1
2485,239,3007,0
2486,235,3008,1
2487,602,3009,0
2488,81,3011,1
2489,124,3013,0
2490,446,3014,0
2491,509,3015,0
2492,775,610,1
2493,639,3017,0
2494,478,3019,1
2495,343,3022,0
2496,260,3024,0
2497,39,3025,1
2498,271,3019,1
2499,37,3026,0
2500,685,3028,0
2501,366,3030,0
2502,462,3032,0
2503,75,3033,1
2504,39,3034,0
2505,696,3036,0
2506,169,3037,1
2507,39,3038,1
2508,362,3039,0
2509,752,3040,0
2510,236,3041,0
2511,356,3042,1
2512,261,3044,1
2513,215,78,1
2514,648,3045,0
2515,730,3046,0
2516,483,3047,1
2517,201,3048,0
2518,655,3050,1
2519,613,3052,0
2520,294,3053,1
2521,39,3054,1
2522,535,3055,0
2523,595,3056,0
2524,216,3058,0
2525,707,3059,0
2526,624,3060,0
2527,540,3061,0
2528,77,987,1
2529,482,3062,0
2530,489,3063,0
2531,697,3064,0
2532,565,3065,0
2533,776,3067,0
2534,648,3068,1
2535,13,3069,0
2536,744,3070,0
2537,618,3071,0
2538,17,3073,0
2539,339,3074,0
2540,713,3078,0
2541,730,3079,0
2542,700,3080,1
2543,546,3081,0
2544,671,3082,0
2545,273,3084,0
2546,681,3085,1
2547,552,3086,1
2548,135,3087,1
2549,574,3088,1
2550,567,3089,0
2551,50,3090,1
2552,21,3091,0
2553,35,3093,0
2554,103,3096,1
2555,518,3098,0
2556,148,3099,0
2557,383,3100,1
2558,430,3101,1
2559,390,3102,1
2560,39,3104,1
2561,126,3106,0
2562,52,3107,1
2563,597,3108,0
2564,178,3109,1
2565,356,3111,1
2566,303,3114,0
2567,150,3115,0
2568,753,3116,1
2569,235,3117,0
2570,297,3118,0
2571,366,3119,1
2572,349,3120,0
2573,163,3122,1
2574,55,3123,1
2575,620,3124,0
2576,38,3125,0
2577,540,3126,0
2578,303,3127,1
2579,245,3128,0
2580,390,3129,0
2581,331,3130,0
2582,149,3131,1
2583,402,3132,1
2584,35,3133,0
2585,460,3134,1
2586,187,3135,0
2587,316,3136,0
2588,383,3137,1
2589,241,3138,0
2590,743,3139,1
2591,392,3140,0
2592,305,3141,0
2593,313,3143,0
2594,211,3144,0
2595,450,3145,0
2596,650,3146,0
2597,300,3147,0
2598,649,3148,0
2599,576,3150,0
2600,79,3152,0
2601,685,3153,1
2602,206,3154,0
2603,247,3155,1
2604,107,3156,0
2605,578,3157,1
2606,667,3158,0
2607,217,3159,0
2608,388,3160,0
2609,722,3161,0
2610,579,3162,0
2611,626,3163,1
2612,146,3164,0
2613,553,3165,0
2614,173,3166,1
2615,385,3167,1
2616,428,3168,0
2617,45,3169,1
2618,438,3170,1
2619,486,3173,0
2620,747,377,1
2621,56,3176,1
2622,456,3177,0
2623,120,3178,0
2624,234,3180,0
2625,521,3181,1
2626,641,3182,0
2627,372,3183,1
2628,47,3184,0
2629,681,3185,1
2630,318,683,1
2631,453,3187,0
2632,694,3188,0
2633,276,3189,0
2634,26,3190,1
2635,747,3191,0
2636,437,3193,0
2637,383,3196,0
2638,316,3197,0
2639,565,3198,0
2640,348,2456,1
2641,686,3199,1
2642,177,3200,0
2643,737,3201,0
2644,243,3202,1
2645,222,3203,1
2646,326,3204,1
2647,612,3205,0
2648,310,3206,0
2649,49,3207,1
2650,766,3208,0
2651,483,3210,0
2652,262,3211,0
2653,94,3212,1
2654,134,3213,1
2655,13,3214,1
2656,729,3215,0
2657,161,3216,0
2658,751,3217,0
2659,719,3219,0
2660,339,3220,1
2661,532,3221,1
2662,592,3223,0
2663,586,3224,0
2664,713,3225,0
2665,501,3226,0
2666,111,3227,1
2667,39,3228,0
2668,428,3229,0
2669,157,3230,0
2670,566,3231,0
2671,532,3233,0
2672,432,3234,1
2673,757,3235,1
2674,367,3236,0
2675,45,3237,1
2676,229,3238,1
2677,555,3239,0
2678,777,3240,0
2679,490,3242,1
2680,344,3243,0
2681,764,3244,0
2682,155,3245,0
2683,476,3246,0
2684,467,3247,0
2685,510,3248,0
2686,208,3249,0
2687,228,674,1
2688,409,3251,1
2689,28,3252,0
2690,632,3253,0
2691,610,2456,1
2692,32,3255,0
2693,516,3256,0
2694,778,3257,0
2695,28,3259,0
2696,406,3260,1
2697,284,3263,0
2698,77,3264,1
2699,410,3265,0
2700,477,3266,1
2701,138,3269,0
2702,184,3270,1
2703,274,3271,1
2704,349,3272,0
2705,352,3273,1
2706,337,3274,1
2707,460,3275,0
2708,336,3278,1
2709,304,3280,1
2710,574,3281,0
2711,466,3282,0
2712,541,3283,0
2713,619,3284,0
2714,682,3285,0
2715,651,3287,1
2716,14,3288,0
2717,265,3289,0
2718,626,3290,0
2719,288,3291,0
2720,460,3292,0
2721,562,3293,0
2722,605,3295,1
2723,301,3296,0
2724,659,3297,0
2725,307,486,1
2726,223,3298,1
2727,534,3299,0
2728,396,3300,0
2729,319,3301,1
2730,206,3302,0
2731,230,3303,1
2732,680,3304,0
2733,730,3305,0
2734,386,3306,1
2735,274,3307,0
2736,396,3310,0
2737,647,3311,0
2738,483,3312,0
2739,346,3316,1
2740,724,3317,0
2741,408,3318,0
2742,490,3320,1
2743,777,3321,0
2744,609,1027,1
2745,383,3322,0
2746,723,3323,0
2747,732,3324,0
2748,250,3325,0
2749,647,3326,0
2750,167,3327,0
2751,578,3328,1
2752,181,3329,0
2753,671,3330,0
2754,178,3332,1
2755,452,3334,0
2756,124,3335,0
2757,489,3336,0
2758,348,3337,0
2759,478,3338,0
2760,780,3339,0
2761,76,3340,0
2762,723,3342,0
2763,349,3343,1
2764,344,3344,0
2765,138,3345,1
2766,34,3346,0
2767,201,3348,0
2768,29,3349,1
2769,413,3350,0
2770,437,3351,0
2771,95,3352,1
2772,773,3353,0
2773,16,3354,1
2774,520,3356,0
2775,368,3357,1
2776,203,393,1
2777,106,3359,1
2778,411,3360,1
2779,430,3361,0
2780,481,3362,1
2781,775,3363,0
2782,707,3364,0
2783,773,3365,0
2784,683,3366,0
2785,336,3367,1
2786,535,3368,1
2787,296,3369,1
2788,186,3370,0
2789,781,3373,0
2790,96,3374,0
2791,550,3375,0
2792,578,3376,0
2793,571,3377,1
2794,566,3378,0
2795,193,3379,0
2796,82,3381,0
2797,299,3383,0
2798,523,3384,1
2799,464,1445,1
2800,584,3385,0
2801,162,3386,1
2802,721,3388,1
2803,370,3389,1
2804,269,3390,0
2805,357,3391,0
2806,165,3392,1
2807,408,3393,0
2808,26,3394,1
2809,101,3395,1
2810,395,3396,0
2811,567,3397,1
2812,104,3398,0
2813,660,3400,0
2814,660,3401,0
2815,655,3402,0
2816,724,3403,0
2817,528,3404,0
2818,387,3405,0
2819,369,81,0
2820,461,3407,0
2821,327,3408,0
2822,458,3409,1
2823,191,3410,0
2824,704,3411,1
2825,605,3414,1
2826,328,3416,0
2827,45,3417,1
2828,539,3418,0
2829,151,3419,1
2830,3,3421,0
2831,730,3422,1
2832,343,3423,0
2833,566,3424,0
2834,769,3425,0
2835,434,3426,0
2836,782,3427,0
2837,66,3428,0
2838,751,3429,0
2839,372,3431,0
2840,285,3433,0
2841,444,3434,0
2842,661,3436,1
2843,686,3438,0
2844,496,3439,0
2845,255,3440,1
2846,499,3441,0
2847,602,3443,0
2848,308,3444,1
2849,408,3445,0
2850,639,3446,0
2851,121,3447,0
2852,69,3448,1
2853,457,78,1
2854,229,3449,1
2855,76,3450,1
2856,783,3451,0
2857,769,3453,0
2858,134,3454,1
2859,82,3455,0
2860,720,3456,0
2861,106,3458,1
2862,190,3460,0
2863,530,3461,1
2864,698,3462,0
2865,24,3463,0
2866,348,393,1
2867,187,3464,0
2868,691,3465,1
2869,217,3466,0
2870,193,3467,1
2871,467,3468,0
2872,415,3469,0
2873,176,3470,0
2874,318,3471,1
2875,113,3472,1
2876,537,3473,1
2877,703,3475,0
2878,700,3476,1
2879,773,3477,0
2880,710,3478,0
2881,259,3479,0
2882,478,3480,1
2883,533,3481,0
2884,40,3482,1
2885,491,3483,0
2886,254,3484,1
2887,323,78,1
2888,720,3485,0
2889,223,3486,0
2890,31,3487,0
2891,609,3491,0
2892,41,3492,0
2893,773,3493,1
2894,779,3494,0
2895,55,3495,0
2896,533,3496,0
2897,727,3497,0
2898,686,3498,1
2899,688,3499,0
2900,316,3500,0
2901,729,3502,0
2902,509,3505,1
2903,119,3507,1
2904,766,3508,0
2905,516,3509,1
2906,316,3511,1
2907,187,3513,0
2908,545,3514,0
2909,531,3515,0
2910,74,3516,0
2911,465,3517,1
2912,153,3518,1
2913,618,1407,1
2914,704,3519,0
2915,296,3520,1
2916,434,3521,0
2917,404,3522,0
2918,444,3523,1
2919,419,3524,1
2920,19,3525,0
2921,36,3526,1
2922,569,3527,1
2923,48,3528,0
2924,316,3529,1
2925,655,3530,0
2926,469,3531,1
2927,505,3532,0
2928,107,3533,0
2929,635,3534,0
2930,134,3535,0
2931,124,3536,0
2932,32,3539,1
2933,364,3540,1
2934,623,3541,0
2935,774,3542,0
2936,289,3543,0
2937,70,3544,0
2938,661,3545,0
2939,138,3546,0
2940,241,3547,0
2941,514,3548,1
2942,734,3550,0
2943,732,3551,0
2944,644,3552,0
2945,367,81,0
2946,730,3554,1
2947,303,3556,0
2948,526,3557,0
2949,330,3558,1
2950,335,3559,0
2951,275,3560,1
2952,205,3562,1
2953,453,3563,1
2954,567,3564,0
2955,781,3566,0
2956,191,1977,1
2957,328,3567,1
2958,539,3569,0
2959,222,3570,0
2960,552,3571,1
2961,623,3572,0
2962,368,3573,0
2963,222,3575,0
2964,403,3576,0
2965,19,3578,0
2966,40,3580,1
2967,537,3581,1
2968,68,3582,0
2969,160,3585,1
2970,700,3586,0
2971,626,3587,0
2972,609,3588,0
2973,466,3589,0
2974,47,3590,0
2975,319,3594,0
2976,762,3595,1
2977,369,3596,0
2978,405,480,1
2979,466,3597,1
